p,file,variableVariables,variableCalls,variableMethodCalls,variableNews,variableProperties,variableClassConsts,variableStaticCalls,variableStaticTargets,variableStaticProperties,variableStaticPropertyTargets
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/OpenId/mvc_auth/application/controllers/ErrorController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/OpenId/mvc_auth/application/controllers/IndexController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/OpenId/mvc_auth/html/index.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/OpenId/test_auth.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/OpenId/test_consumer.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/OpenId/test_server.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Pdf/demo.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/ProgressBar/JsPush.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/ProgressBar/Upload.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/ProgressBar/ZendForm.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Search/Lucene/feed-search/create-index.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Search/Lucene/feed-search/search-index.php,0,0,0,0,1,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Search/Lucene/indexing/CreateIndex.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/Helper.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/bitmaps/generate-bitmaps.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/conference-pass/generate-document.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/constructors/hosted-licensed.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/constructors/public-zend_config.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/constructors/public.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/convert/convert-document.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/images/delete-all.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/images/download.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/images/image-exists.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/images/list.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/images/upload.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/license-agreement/generate-document-concat.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/license-agreement/generate-document.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/metafiles/generate-metafiles.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/pdf-security/generate-document.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/supported-fonts/show-supported-fonts-cached.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/supported-fonts/show-supported-fonts.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/supported-formats/show-supported-formats-cached.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/supported-formats/show-supported-formats.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/telephone-bill/generate-document.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/template-info/list-template-info.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/templates/delete-all.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/templates/download.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/templates/list.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/templates/template-exists.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/MailMerge/templates/upload.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/check-environment.php,0,0,0,0,1,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Service/LiveDocx/common.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/WebServices/Amazon/amazon-search.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/WebServices/Flickr/flickr-composite.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/WebServices/Flickr/flickr-search.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/WebServices/Protocols/xmlrpc-upc-lookup.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/WebServices/Yahoo/yahoo-multi-search.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/application/controllers/Boot/Zend-Db-Profiler-Firebug/IndexController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/application/controllers/Boot/Zend-Log-Writer-Firebug/IndexController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/application/controllers/ErrorController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/application/controllers/IndexController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/application/controllers/ZendDbProfilerFirebugController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/application/controllers/ZendLogWriterFirebugController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/application/controllers/ZendWildfirePluginFirePhpController.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/public/Boot/Zend-Db-Profiler-Firebug/TestDocExample.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/public/Boot/Zend-Log-Writer-Firebug/TestDocExample.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/demos/Zend/Wildfire/public/index.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/externals/dojo/dojox/analytics/logger/JSON.php,0,0,0,0,2,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/externals/dojo/dojox/analytics/logger/dojoxAnalytics.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/externals/dojo/dojox/form/resources/RecieveFile.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/externals/dojo/dojox/resources/explore.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/documentation/api/extras/ajax_search.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Application/Resource/Jquery.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Console/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Console/Process/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Console/Process/Unix.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Db/Adapter/Firebird.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Db/Adapter/Firebird/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Db/Statement/Firebird.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Db/Statement/Firebird/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Controller/Action/Helper/AutoComplete.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/AccordionContainer.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/AccordionPane.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/DialogContainer.php,0,0,1,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/TabContainer.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/TabPane.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/UiWidgetContainer.php,0,0,1,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/UiWidgetElement.php,0,0,1,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/UiWidgetElementMarker.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Decorator/UiWidgetPane.php,0,0,1,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Element/AutoComplete.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Element/ColorPicker.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Element/DatePicker.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Element/Slider.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Element/Spinner.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Element/UiWidget.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/Form/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/AccordionContainer.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/AccordionPane.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/AjaxLink.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/AutoComplete.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/ColorPicker.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/DatePicker.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/DialogContainer.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/JQuery.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/JQuery/Container.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/Slider.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/Spinner.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/TabContainer.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/TabPane.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/UiWidget.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/library/ZendX/JQuery/View/Helper/UiWidgetPane.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/TestHelper.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Application/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Application/Resource/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Application/Resource/JqueryTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Console/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Console/Process/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Console/Process/UnixTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Adapter/FirebirdTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Adapter/SkipTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/AllTests.php,0,0,0,1,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Profiler/FirebirdTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Select/FirebirdTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/SkipTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Statement/FirebirdTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Table/FirebirdTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Table/Relationships/FirebirdTest.php,0,0,0,0,4,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Table/Row/FirebirdTest.php,0,0,0,0,1,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Table/Rowset/FirebirdTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Table/Select/FirebirdTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/Table/TestSetup.php,0,0,0,1,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/TestSetup.php,0,0,0,1,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/Db/TestUtil/Firebird.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/AutoCompleteActionHelperTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/Form/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/Form/DecoratorTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/Form/ElementTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/JQueryTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/AccordionContainerTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/AjaxLinkTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/AllTests.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/AutoCompleteTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/ColorPickerTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/DatePickerTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/DialogContainerTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/SliderTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/SpinnerTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/TabContainerTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/jQueryTest.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/extras/tests/ZendX/JQuery/View/jQueryTestCase.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl/Assert/Interface.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl/Exception.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl/Resource.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl/Resource/Interface.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl/Role.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl/Role/Interface.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl/Role/Registry.php,0,0,0,0,0,0,0,0,0,0
ZendFramework,/export/scratch1/hills/corpus/ZendFramework/zendframework-1.11.12/library/Zend/Acl/Role/Registry/Exception.php,0,0,0,0,0,0,0,0,0,0
